기준 년 코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액
2020,2,A,골목상권,1000504,월드컵로8길,3635662,7,7809096391,1866328156,973158869,606809371,901401049,1360007605,317739588,241120905,1205134592,337396256
2020,2,A,골목상권,1000503,월드컵로7길,3370151,7,10449069400,2571461420,1283303630,786706406,1232907107,1790086025,402286006,322210731,1613910250,446197825
2020,2,A,골목상권,1000502,월드컵로36길,3065083,7,10979966122,2924123437,1301869629,752301048,1432288718,1748271335,375587798,323186717,1662547789,459789651
2020,2,A,골목상권,1000501,월드컵로25길,2833827,6,12166899840,3058544675,1476552913,871406919,1492691613,2024791581,468675037,359725881,1908279556,506231665
2020,2,A,골목상권,1000500,월드컵로19길,2730997,6,9512898256,2379053465,1157373541,703000854,1146870960,1607527006,356638602,290638535,1468674175,403121118
2020,2,A,골목상권,1000499,월드컵로16길,2843618,6,10284772312,2513998975,1256386197,768148751,1212138734,1759012489,392975075,313697868,1632454119,435960104
2020,2,A,골목상권,1000498,월드컵로11길,2757454,6,10734478788,2712693791,1300540465,794231028,1294329443,1810788330,384751991,334225417,1645118413,457799910
2020,2,A,골목상권,1000497,월드컵로10길,2906732,6,8984379554,2164969447,1102102457,701853888,1036965798,1542732127,354235462,279459953,1420383588,381676834
2020,2,A,골목상권,1000496,와우산로3길,3543775,7,5934811755,1441734302,748117298,436801513,695405829,938659907,222087110,197475727,985332517,269197552
2020,2,A,골목상권,1000495,와우산로29길,2759898,6,4262039822,987591776,561936578,300566705,502762188,623111126,160264152,152404981,763400622,210001694
2020,2,A,골목상권,1000494,와우산로29가길,2775471,6,4708507293,1079845392,622256750,325951885,552374909,685036462,175758750,168085734,865940046,233257365
2020,2,A,골목상권,1000493,양화진길,3473262,7,5652356328,1385292861,703747457,434300146,675889636,968843578,237555576,172122447,834805113,239799514
2020,2,A,골목상권,1000492,양화로1길,3163437,7,8921706263,2186583442,1096521606,670127124,1053838678,1532035284,346812340,273372891,1382099764,380315134
2020,2,A,골목상권,1000491,양화로11길,3957639,8,5847413345,1384546774,734269559,460888936,671944124,1020480224,247409957,180814740,894607472,252451559
2020,2,A,골목상권,1000490,신촌로30길,4602233,8,4684563404,1186635514,566644813,335357700,591490729,801726540,168660033,140901140,694183743,198963192
2020,2,A,골목상권,1000489,신촌로28가길,3774433,8,5531703330,1455421753,667386153,398320841,708894233,886282958,185104826,177909038,813099727,239283801
2020,2,A,골목상권,1000488,신촌로12길,3533854,7,5701634544,1390536611,742919290,404152770,688080766,824395211,207599601,204658163,961190133,278101999
2020,2,A,골목상권,1000487,숭문길,4270151,8,4565903187,1167197964,555465970,343010915,571300656,772513090,166265741,140494988,652209373,197444490
2020,2,A,골목상권,1000486,숭문8길,4104569,8,5835130463,1631799254,703956604,428791529,780165413,887692890,197382584,193794225,758207983,253339981
2020,2,A,골목상권,1000485,성지3길,3291377,7,4819563138,1210475292,596196522,367847319,580761347,817269802,189336765,150480938,699892446,207302707
2020,2,A,골목상권,1000484,성산로4길,2897795,6,11038024794,2758053650,1331892881,799060966,1359812211,1845972684,417953915,325757992,1741317717,458202778
2020,2,A,골목상권,1000483,성미산로32길,3051109,7,6297122823,1591858159,778192767,496401600,753102364,1057537297,240302730,204531430,900175903,275020573
2020,2,A,골목상권,1000482,성미산로1길,2822037,6,10603197061,2594901632,1292307068,780477606,1266040420,1801313430,411793654,315849950,1695670368,444842933
2020,2,A,골목상권,1000481,성미산로11길,2945229,6,8465512138,2096469340,1033528068,634767107,1018089244,1444697774,319923942,258473992,1298587683,360974988
2020,2,A,골목상권,1000480,백범로16길,4334132,8,8050502095,2006887847,981415053,601484462,996810553,1374255212,296416213,245020431,1199216050,348996274
2020,2,A,골목상권,1000479,방울내로9안길,2938743,6,9450984441,2386505498,1145695895,683569319,1177978295,1556871175,378494394,276941511,1458222625,386705729
2020,2,A,골목상권,1000478,모래내로7길,3320361,7,8065589664,2062520927,968781351,565840383,1022369950,1338329117,286874257,233815844,1244712198,342345637
2020,2,A,골목상권,1000477,매봉산로2길,3390904,7,6158537211,1539542919,731836161,445461191,762402878,1029084818,232091240,180241399,989935594,247941011
2020,2,A,골목상권,1000476,망원로2길,2831839,6,12663547962,3228942997,1528944500,911916897,1554858167,2092683710,469372490,383343167,1964972684,528513350
2020,2,A,골목상권,1000475,망원로11길,2784325,6,10477337118,2590607909,1275610379,766223436,1261969522,1767708802,408214920,312086466,1657246181,437669503
2020,2,A,골목상권,1000474,만리재옛길,3761597,8,9584063161,2652653620,1143139431,705127793,1270111804,1493187286,328892401,306056867,1279705470,405188489
2020,2,A,골목상권,1000473,마포대로4길,4518535,8,6279397314,1587468839,766209242,474461474,781191424,1062970030,247640656,188991892,904177901,266285856
2020,2,A,골목상권,1000472,마포대로20길,4825434,8,8633496955,2213935990,1039148303,642487836,1084904746,1432930072,317868435,263677418,1275660590,362883565
2020,2,A,골목상권,1000471,마포대로12길,4638050,8,6164012372,1537127050,746278724,452013209,760043622,1064209076,220975531,185430820,931963649,265970691
2020,2,A,골목상권,1000470,동교로38길,3141482,7,6997466476,1743039129,882609723,550586246,824082625,1145755033,271859778,235538086,1027850988,316144868
2020,2,A,골목상권,1000469,동교로27길,3072325,7,8149975912,2020411748,1007918690,630911464,968740334,1370997914,310971291,261006221,1223408082,355610168
2020,2,A,골목상권,1000468,동교로25길,3099360,7,6377537664,1527508783,787948802,507939073,732693899,1082933162,259720813,200469506,1006213301,272110325
2020,2,A,골목상권,1000467,동교로19길,2960889,6,7557452215,1787124915,931168068,596815619,861959252,1311907090,311641830,231488956,1206335606,319010879
2020,2,A,골목상권,1000466,동교로17길,2962865,6,8536399236,2008620845,1051767772,668072157,970323668,1483967953,345643523,261542845,1383884955,362575518
2020,2,A,골목상권,1000465,독막로8길,2920289,6,5489938755,1370339573,685407432,411693099,649913039,881254929,202737989,182178695,861127537,245286462
2020,2,A,골목상권,1000464,독막로32길,3814238,8,9140973266,2285887821,1105731205,667206877,1120426345,1532271463,324887979,280339345,1432251775,391970456
2020,2,A,골목상권,1000463,독막로22길,4991948,9,6297199704,1487999630,762575973,453561358,736892294,1106019391,232072637,183108453,1066500921,268469047
2020,2,A,골목상권,1000462,도화길,4557694,8,8452791353,2247778715,1020537872,630018485,1098803385,1354277045,306213578,268452344,1164890250,361819679
2020,2,A,골목상권,1000461,도화4길,4420664,8,10535577240,2751870089,1259298182,764965074,1357112781,1766612624,364568334,316897849,1500666267,453586040
2020,2,A,골목상권,1000460,대흥로28길,2678818,6,4885811837,1441073629,609264617,361304641,686259129,630264021,160804144,185716483,585146289,225978884
2020,2,A,골목상권,1000459,대흥로21길,2978451,6,7195785216,1948189477,936174672,529676651,950084979,930773005,260678840,278071403,1011559726,350576463
2020,2,A,골목상권,1000458,광성로6길,3859621,8,6602332994,1680162909,807931754,490986279,816976723,1087994664,236157161,209182598,982965356,289975550
2020,2,A,골목상권,1000457,홍제내길,3005260,7,5847903542,1513499053,711784900,423331166,763302040,977540097,226516783,170297579,814384935,247246989
2020,2,A,골목상권,1000456,홍연길,2815501,6,5343203513,1377260437,651239614,396070801,683628109,892941315,206174744,160754485,748785068,226348940
2020,2,A,골목상권,1000455,통일로39길,3298699,7,4902622799,1288566073,601703085,361815012,647689918,811096851,197601922,145510204,641463350,207176384
2020,2,A,골목상권,1000454,통일로37길,3030276,7,6807964467,1759468479,830736040,499771835,883302085,1132489013,273006260,202463205,944817810,281909740
2020,2,A,골목상권,1000453,통일로11길,4904022,9,3173683838,865351738,385029111,235961686,425870463,499441272,123396625,98360147,407514466,132758330
2020,2,A,골목상권,1000452,충정로6길,4396554,8,4134665933,904123470,512680565,344235076,457570905,722107701,204968914,116574136,708869013,163536153
2020,2,A,골목상권,1000451,충정로4길,3844279,8,6635743275,1660255391,809229257,522252129,829341191,1099860864,283810333,197186833,961937361,271869916
2020,2,A,골목상권,1000450,증가로6길,2749107,6,7608031637,1957802416,928056600,565464370,969274656,1289448908,283053726,230058555,1056405052,328467354
2020,2,A,골목상권,1000449,증가로23나길,2866381,6,15607051719,4050394073,1879554070,1095031149,2032530998,2606589278,562048477,453519845,2264838440,662545389
2020,2,A,골목상권,1000448,증가로20가길,2929533,6,10986212621,2872594211,1323628795,781614738,1428785776,1811131930,391876041,327036197,1583217311,466327622
2020,2,A,골목상권,1000447,증가로10길,3024853,7,8270640157,2161033604,1005749682,618456365,1066338806,1384037518,304970791,253604628,1120978164,355470599
2020,2,A,골목상권,1000446,응암로1길,2506216,6,11408630373,2872345265,1381192580,828188477,1460021784,1965179862,427765165,329616661,1660228974,484091605
2020,2,A,골목상권,1000445,연희로10길,3306496,7,5310549338,1239033908,710608872,363284794,634161873,749636221,204589622,193046361,950060649,266127038
2020,2,A,골목상권,1000444,신촌로37길,3089062,7,5736771198,1649011727,680655855,424801332,799852680,877834196,192996233,184579229,685069735,241970211
2020,2,A,골목상권,1000443,수색로8길,3859751,8,7498772859,1900779508,909422335,536930846,958242455,1285325483,283898088,216185133,1090697616,317291395
2020,2,A,골목상권,1000442,세무서길,3037628,7,8119719737,2210552348,976696674,587500794,1097492007,1291780866,304094839,243609884,1069957366,338034959
2020,2,A,골목상권,1000441,세무서2길,3313807,7,8991817471,2364941524,1089959802,656098137,1187650483,1482755143,348308802,267110311,1220771662,374221607
2020,2,A,골목상권,1000440,세검정로1길,3321253,7,5823866594,1576639567,699307468,419061093,788165125,925759797,223869486,171497910,780703851,238862297
2020,2,A,골목상권,1000439,북아현로4길,3137710,7,6749832951,1929229099,803980033,507498021,935576542,1028776638,236910885,217655163,807622369,282584201
2020,2,A,골목상권,1000438,모래내로15길,4017761,8,14220865201,3650278847,1704456723,1015515048,1817383936,2365080589,523203836,420186273,2132865237,591894712
2020,2,A,골목상권,1000437,명지대길,2507877,6,8049789454,2109187030,983860043,595995810,1036426588,1337154112,299755091,247351819,1093381668,346677293
2020,2,A,골목상권,1000436,독립문로8길,4121525,8,9139250518,2399623011,1111288073,668340186,1181183473,1491546015,349577213,275201674,1274482344,388008529
2020,2,A,골목상권,1000435,가재울로6길,3908633,8,10503736568,2680988772,1260956030,759554099,1333798473,1769004857,379534889,313629456,1565718193,440551799
2020,2,A,골목상권,1000434,통일로92길,2349621,5,9190848348,2369188507,1112711572,664909087,1193420129,1551050640,336386452,271763188,1299989347,391429426
2020,2,A,골목상권,1000433,통일로87길,2427287,5,9487186905,2399034317,1148132991,677217844,1206647539,1617477864,345373821,277126568,1411752184,404423777
2020,2,A,골목상권,1000432,통일로78길,2814839,6,8990225050,2322302825,1082816735,648843944,1168940237,1519122926,328560561,264297680,1275191629,380148513
2020,2,A,골목상권,1000431,통일로69길,2503636,6,9521868854,2458576876,1143250788,704383942,1229858620,1585187590,364961280,281995986,1361879867,391773905
2020,2,A,골목상권,1000430,진흥로1길,2513721,6,14107302604,3444276573,1722759451,1038761227,1747552023,2470726491,550914945,409027966,2126068494,597215434
2020,2,A,골목상권,1000429,진흥로12길,2535677,6,14738447697,3791113240,1786295378,1101256264,1908478096,2517338857,560575398,438370606,2011679486,623340372
2020,2,A,골목상권,1000428,증산서길,3091859,7,8015443400,2026366997,982636421,588049158,1035696082,1385590814,316953106,231882581,1106360249,341907992
2020,2,A,골목상권,1000427,증산로9길,2706871,6,6759915294,1717713444,826955924,499947128,873598584,1145746652,279389420,195100652,940319503,281143987
2020,2,A,골목상권,1000426,증산로5길,2681938,6,6042490361,1535067681,736057621,447933806,782144871,1020771274,246836565,175006354,847961637,250710552
2020,2,A,골목상권,1000425,증산로21길,2515691,6,13901794237,3378379908,1704068104,1024001306,1728128839,2444137713,552333480,398443751,2082573508,589727628
2020,2,A,골목상권,1000424,증산로17길,2574875,6,7935756156,2071323025,956626664,564880311,1042224552,1315799335,305619551,232438487,1121158919,325685312
2020,2,A,골목상권,1000423,증산로15길,2705697,6,7079902712,1866378907,854659606,503812647,936486574,1162784733,276177036,207570823,982080016,289952370
2020,2,A,골목상권,1000422,증산로13길,2555902,6,7935192412,2060701124,958788586,568019165,1040714975,1329387086,303597099,232275761,1112390085,329318531
2020,2,A,골목상권,1000421,응암로34길,2699121,6,10689481504,2679343041,1293806289,786873087,1354644821,1818170219,424136141,309868894,1580660297,441978715
2020,2,A,골목상권,1000420,응암로22길,3070292,7,7588403485,1968064770,909705378,545863933,987683052,1269357482,290167019,220925865,1083629461,313006525
2020,2,A,골목상권,1000419,응암로14길,2903837,6,5903661355,1570242346,703227224,416282019,776222235,959318066,220614251,173924107,842206274,241624833
2020,2,A,골목상권,1000418,응암로13길,2421742,5,6218934738,1612151099,747669567,449848008,816018482,1041659023,237073676,182453556,875799751,256261576
2020,2,A,골목상권,1000417,응암로12길,2338495,5,5015499802,1372397352,592741631,354421260,688461813,806115248,175230183,149295371,670711319,206125625
2020,2,A,골목상권,1000416,은평로8길,2601357,6,11414163814,2775200710,1397062996,860688563,1408242987,1975293205,476531149,330114810,1718188949,472840445
2020,2,A,골목상권,1000415,은평로3길,2507108,6,12544128642,3049670620,1538088885,923637174,1553476586,2204719030,495752795,361503735,1884061806,533218011
2020,2,A,골목상권,1000414,은평로20길,3451230,7,6548666683,1670346460,792805491,480771700,849474719,1112600101,256105630,191303726,924223243,271035613
2020,2,A,골목상권,1000413,은평로13길,2678634,6,10681095594,2601170128,1312912288,800619603,1326278717,1880033751,434434057,308801041,1564323995,452522014
2020,2,A,골목상권,1000412,은평로10길,2759390,6,10010639330,2441936659,1228008608,746170938,1240114186,1739607005,413232566,288447124,1493799850,419322394
2020,2,A,골목상권,1000411,연서로5길,2471319,6,14055095943,3435741384,1713535764,1014729574,1751357459,2480827349,530214437,404360139,2124059486,600270351
2020,2,A,골목상권,1000410,연서로41길,2377593,5,6898602966,1813143027,831978323,497989198,914893282,1145443679,252201220,204096715,947407494,291450028
2020,2,A,골목상권,1000409,연서로3길,2492457,6,12987780097,3172145524,1586163380,943383096,1620880527,2291486897,495403466,373315683,1949755197,555246327
2020,2,A,골목상권,1000408,연서로34길,2476981,6,8691995038,2255595324,1049343313,626044019,1143523848,1458787847,324041199,255150378,1214954865,364554245
2020,2,A,골목상권,1000407,연서로33길,2390091,5,7575045071,1953864872,918442587,552735223,987935676,1276063596,286872283,223757298,1056937844,318435692
2020,2,A,골목상권,1000406,연서로29길,2517620,6,6797417165,1697067062,821977016,487159225,852636506,1166124199,248633006,198016005,1037432655,288371491
2020,2,A,골목상권,1000405,연서로28길,2744597,6,11049961848,2805397140,1328380337,798944402,1410335281,1879098256,407931515,324030713,1632634272,463209932
2020,2,A,골목상권,1000404,연서로27길,2526108,6,11794836559,2954426802,1421482482,843890824,1486248096,2024893902,425851722,343884617,1794540582,499617532
2020,2,A,골목상권,1000403,연서로21길,2508429,6,13147800080,3238904607,1595059156,946309534,1644050093,2283897698,492773293,379188186,2011494260,556123253
2020,2,A,골목상권,1000402,연서로17길,2512990,6,11845901652,2898620957,1439301944,851039314,1474166593,2070212470,447763342,339908168,1823381328,501507536
2020,2,A,골목상권,1000401,연서로16길,2526917,6,14876596363,3687362385,1801645951,1068150677,1873457642,2583070014,559348744,429795712,2248362433,625402805
2020,2,A,골목상권,1000400,연서로13길,2484350,6,13413673930,3254210729,1638740488,970313965,1663769958,2359441153,524220676,382677363,2053225060,567074538
2020,2,A,골목상권,1000399,연서로11길,2431557,5,12539055817,3089071606,1524811745,900081040,1576349184,2193127143,475548409,359783365,1888526441,531756884
2020,2,A,골목상권,1000398,역말로9길,2725048,6,14154647730,3634083413,1696141776,1009656048,1823842973,2397625199,511066446,415631720,2073592803,593007352
2020,2,A,골목상권,1000397,수색로18길,2313506,5,2919106865,802125158,351366589,214076609,412531843,480694371,110353475,87186685,339300696,121471439
2020,2,A,골목상권,1000396,서오릉로8길,2499341,6,13820106622,3567345282,1661204639,1000158553,1794626726,2334157990,512914732,408047653,1965774183,575876864
2020,2,A,골목상권,1000395,서오릉로21길,2609923,6,9241403625,2289258708,1131859064,665619810,1162749564,1603097962,363087476,263858755,1369139167,392733119
2020,2,A,골목상권,1000394,불광천길,2465138,6,10217150489,2525946331,1240598945,752309539,1286342394,1758518129,406579141,294656981,1528041765,424157264
2020,2,A,골목상권,1000393,갈현로7길,2586733,6,12870743393,3208694285,1566629612,927668588,1634064626,2238154026,482142465,370824496,1890938661,551626634
2020,2,A,골목상권,1000392,갈현로41길,2447039,6,10480102168,2702974167,1259814094,733686903,1349226472,1740517387,376895498,305711381,1569422542,441853724
2020,2,A,골목상권,1000391,갈현로33길,2573420,6,10990521380,2773477069,1329924666,772041955,1386876533,1859284109,404050980,318282383,1682477424,464106261
2020,2,A,골목상권,1000390,갈현로1길,2675153,6,10778285937,2728131185,1308826875,775754462,1385601092,1840652906,408714099,311739120,1562837842,456028356
2020,2,A,골목상권,1000389,가좌로7길,2367999,5,10950398275,2880708187,1315836632,778538667,1436866052,1816203024,388624557,325395389,1545327253,462898514
2020,2,A,골목상권,1000388,한글비석로44길,2427889,5,9815978102,2862656385,1145054097,670211660,1414871448,1464698013,319290234,300080747,1235605938,403509580
2020,2,A,골목상권,1000387,한글비석로24길,2568519,6,10185630041,2919741079,1194240233,696405952,1445475658,1526016629,352403988,308588125,1332900290,409858087
2020,2,A,골목상권,1000386,한글비석로22길,2911666,6,7955571980,2197447668,945562580,536645263,1078064038,1203613703,290233581,232887804,1148332204,322785139
2020,2,A,골목상권,1000385,석계로1길,2835924,6,5986196032,1696112801,715778366,417588915,831047874,924451856,211925887,184537362,756197854,248555117
2020,2,A,골목상권,1000384,상계로9가길,2480592,6,10246196062,2854237177,1218498045,722060927,1418558663,1571414895,380655748,308970857,1356497466,415302284
2020,2,A,골목상권,1000383,상계로1길,3096777,7,5369322908,1452922318,643636701,363397674,697730893,835072135,195762863,158510894,803405263,218884167
2020,2,A,골목상권,1000382,상계로12길,3265240,7,11604103070,3128827080,1385440263,786597771,1515590556,1776603396,415976306,339129651,1773164430,482773617
2020,2,A,골목상권,1000381,동일로242길,3096541,7,4895030879,1335175262,586630717,346237391,666873841,784166748,178810070,143101441,649183926,204851483
2020,2,A,골목상권,1000380,동일로192길,2637557,6,12138972734,3144796608,1516512519,925540193,1529641528,2025547520,503963418,373193283,1595288546,524489119
2020,2,A,골목상권,1000379,동일로173가길,2673932,6,10554424260,2673117685,1308499708,804436230,1314663761,1790153258,439670176,316522095,1457203942,450157405
2020,2,A,골목상권,1000378,공릉로58길,3352569,7,4250110840,1136832941,513711224,295315777,558119972,667889487,152859782,127416412,616820591,181144654
2020,2,A,골목상권,1000377,해등로16길,3334996,7,9976632601,2622276479,1211758438,710090358,1309032937,1638685897,376715207,289911874,1394242893,423918518
2020,2,A,골목상권,1000376,우이천로4다길,2316593,5,7680997846,2262758430,891179490,532917121,1113789665,1145339071,256840171,237191002,933878600,307104296
2020,2,A,골목상권,1000375,우이천로32길,2524395,6,6971274944,1872740432,837287369,490492130,941721220,1145853585,250882502,205405058,933507452,293385196
2020,2,A,골목상권,1000374,시루봉로23길,2171985,5,5858104174,1638620647,692587120,427201150,831196071,919135399,219922342,177097449,716398343,235945653
2020,2,A,골목상권,1000373,삼양로144길,2361810,5,3536024145,941394529,425097519,254395000,480698553,579672816,128685406,105038291,471475389,149566642
2020,2,A,골목상권,1000372,방학로6가길,2268226,5,8581159470,2464880675,1015037618,609506599,1229325737,1328333960,293502704,264669952,1018305980,357596245
2020,2,A,골목상권,1000371,방학로5길,2469328,6,9514150601,2566947786,1144720645,676909526,1293440784,1534316232,361731389,281876989,1263291654,390915596
2020,2,A,골목상권,1000370,방학로15길,3201814,7,5148471382,1487305777,603357031,325141514,716067481,750967022,166173079,151237586,739268017,208953875
2020,2,A,골목상권,1000369,방학로10길,2302901,5,7673829773,2124723722,913271676,530978910,1062399645,1220011950,268444392,228255081,1006539134,319205263
2020,2,A,골목상권,1000368,도봉산길,2743332,6,3976360443,1095752977,475356567,280335776,556796465,644689823,143667759,116994038,496966728,165800310
2020,2,A,골목상권,1000367,도봉산4길,2476618,6,1733011768,482224762,207406437,123512149,247207996,280323135,64805068,51221762,205070841,71239618
2020,2,A,골목상권,1000366,도봉로181길,2697372,6,5708713980,1571494117,683592975,403043577,798189224,927634442,204101330,167805754,712015929,240836632
2020,2,A,골목상권,1000365,도봉로169나길,2518816,6,4835237990,1386411739,569844276,340448630,701344219,753708139,171341534,145420518,570246784,196472151
2020,2,A,골목상권,1000364,도봉로156길,2261949,5,5991656942,1778973330,693606677,418365498,894461942,885009303,209008628,184859184,693063770,234308610
2020,2,A,골목상권,1000363,도봉로152가길,2327386,5,6225893313,1775960051,734803325,439298147,895413159,962114932,229197190,187658367,753251150,248196992
2020,2,A,골목상권,1000362,도봉로147길,2290831,5,8711602698,2457937704,1036515140,636460193,1229055652,1365180971,311936015,268260869,1043300142,362956012
2020,2,A,골목상권,1000361,도봉로143길,2341873,5,7048446619,1975077589,840568313,500856102,988845759,1116551973,248669638,214551086,868994823,294331336
2020,2,A,골목상권,1000360,도봉로114길,2413240,5,10036200007,2729921262,1199586147,729057693,1365041068,1613969040,371556721,305797729,1308878992,412391355
2020,2,A,골목상권,1000359,도봉로109길,2634177,6,9351994369,2507225252,1127602313,676545498,1257240789,1527820588,349425569,279365574,1236035099,390733687
2020,2,A,골목상권,1000358,도당로29길,2304561,5,7775730091,2208109578,921180380,566922346,1109356613,1210092888,280030827,237953722,921090941,320992796
2020,2,A,골목상권,1000357,도당로19길,2136491,5,8087587004,2340862621,951857636,577872187,1177037090,1246416584,275367957,250485665,932285948,335401316
2020,2,A,골목상권,1000356,도당로13바길,2080213,5,8862501767,2486237847,1045535122,619801500,1251397176,1388053699,303871415,267876849,1132297162,367430997
2020,2,A,골목상권,1000355,도당로13가길,2179228,5,8454364263,2400427206,997455017,597487366,1206465303,1320346157,286520485,258334277,1034530766,352797686
2020,2,A,골목상권,1000354,덕릉로60길,2249549,5,8052952168,2266558549,950036222,567301316,1125021101,1261245799,285953300,243993452,1026346328,326496101
2020,2,A,골목상권,1000353,노해로63다길,3543261,7,6885040479,1821303626,836829642,485543944,906692418,1124299091,259704436,199603076,958429578,292634668
2020,2,A,골목상권,1000352,노해로60길,2366622,5,9627491301,2592319420,1153839631,699023955,1296669109,1562799709,354529995,291595722,1277855902,398857858
2020,2,A,골목상권,1000351,한천로140길,2472521,6,6612092745,1878035730,795676881,497248453,936483246,1053889612,240708524,207994881,721560682,280494736
2020,2,A,골목상권,1000350,한천로139가길,2183192,5,5319206911,1519186320,639075765,400267831,762552349,845230689,199653914,167389357,564159630,221691056
2020,2,A,골목상권,1000349,한천로132길,2439873,5,7314316657,2100599040,876881813,552219971,1016124898,1131242719,255631362,235733431,833361884,312521539
2020,2,A,골목상권,1000348,한천로130길,2343876,5,7129918692,2014715168,853667542,533417005,980126539,1103190984,258295467,225659629,861274040,299572318
2020,2,A,골목상권,1000347,한천로124나길,2313132,5,6573931580,1880507923,786846459,500622636,902095923,1004425792,233046896,214411441,773730983,278243527
2020,2,A,골목상권,1000346,한천로109길,2506066,6,7208430926,2176711354,828138246,480281853,1075302238,1021066142,238965854,220166521,886383940,281414778
2020,2,A,골목상권,1000345,인수봉로79길,2434644,5,6783388205,1790631865,812875990,485853607,915359146,1140000783,242119078,199144859,911243533,286159344
2020,2,A,골목상권,1000344,인수봉로72길,2309405,5,9656496268,2554840558,1156663901,692152520,1303975580,1618332829,345565548,284677064,1294118310,406169958
2020,2,A,골목상권,1000343,인수봉로56길,2296811,5,9039075202,2361011159,1086978288,658404001,1213872388,1541818901,321467396,266790427,1201138675,387593967
2020,2,A,골목상권,1000342,오패산로67길,2300360,5,7300088730,1945447883,892008870,568287815,953692432,1178034940,297528297,227732072,932864098,304492323
2020,2,A,골목상권,1000341,오패산로52길,2309438,5,7411458826,2034258279,881762014,510470130,1010317241,1183569674,259758379,220558549,1003454535,307310025
2020,2,A,골목상권,1000340,오패산로30길,2738888,6,5773514465,1692903353,673171782,406729221,828106237,858174316,191109410,180292122,706901860,236126164
2020,2,A,골목상권,1000339,수유로12길,2273431,5,8322237355,2188611664,1007283550,621548257,1104702226,1380706554,325426125,248786153,1098364031,346808795
2020,2,A,골목상권,1000338,솔샘로65길,2285217,5,7674797005,2101470885,910288308,551141857,1058120008,1227417029,271587115,232602296,1005195342,316974165
2020,2,A,골목상권,1000337,솔매로50길,2345259,5,8707392419,2327609040,1043801810,624303975,1169875619,1419036625,323318955,260248867,1179159871,360037657
2020,2,A,골목상권,1000336,솔매로45길,2269328,5,6998631968,1931963159,828090758,495904729,965649241,1114150624,244582742,210924574,918298194,289067947
2020,2,A,골목상권,1000335,솔매로41길,2316196,5,9492954457,2625437536,1115375003,666684781,1309368835,1502894549,322064218,286579454,1274872108,389677973
2020,2,A,골목상권,1000334,삼양로93길,2268097,5,10714198196,2840080637,1288762498,783977881,1458079244,1806477892,387417880,318396822,1375171083,455834259
2020,2,A,골목상권,1000333,삼양로77길,2219843,5,9637259269,2565837631,1150587422,685125875,1300080076,1585909602,345409008,284762838,1318438861,401107956
2020,2,A,골목상권,1000332,삼양로54길,2209045,5,9206557367,2581001286,1081505776,653471175,1295219579,1442657363,316244490,279840959,1179566378,377050361
2020,2,A,골목상권,1000331,삼양로41길,2709338,6,11633723492,3178042743,1398932629,828418334,1587868999,1842029867,458761455,347043932,1521484356,471141177
2020,2,A,골목상권,1000330,삼양로27길,3176237,7,10689489873,2907688693,1287400622,743147722,1427202191,1684146639,426389932,315489091,1463244832,434780151
2020,2,A,골목상권,1000329,삼양로24길,2900281,6,8034245550,2326893071,930022944,553294849,1145756967,1206410499,261353983,247395932,1037030259,326087046
2020,2,A,골목상권,1000328,삼양로20길,3589322,7,6761993344,1947020992,778383004,452444604,944252867,1006363300,215280952,206305527,938065236,273876862
2020,2,A,골목상권,1000327,삼각산로28길,2242802,5,9134388112,2471607508,1105684355,683027843,1259971033,1536011058,337341690,278006616,1071438171,391299838
2020,2,A,골목상권,1000326,도봉로99길,2296209,5,5652784720,1601337893,678353165,419113077,806932815,910878412,201760775,176228700,618326274,239853609
2020,2,A,골목상권,1000325,도봉로8길,2252583,5,1907507869,588940187,217707180,136200619,289170950,265850563,62911530,61349689,211609332,73767819
2020,2,A,골목상권,1000324,도봉로76길,2336112,5,7833137161,2067907426,956116839,600019366,1024966148,1272076181,322050529,238972092,1026401306,324627274
2020,2,A,골목상권,1000323,도봉로67길,2319844,5,7451255425,2055861260,884713960,531551231,1026725782,1184650680,264815831,225230597,970109982,307596102
2020,2,A,골목상권,1000322,도봉로45길,2274479,5,8558079736,2323550600,1015564161,610550035,1165900223,1379181436,301302822,257574757,1149696911,354758791
2020,2,A,골목상권,1000321,도봉로18길,2336391,5,6130428568,1722468428,721514354,433600462,861547918,951801024,215491992,187914638,788287488,247802264
2020,2,A,골목상권,1000320,도봉로13길,3187989,7,4411984194,1331158106,506846405,308899349,658747001,633863077,143018679,139279694,514610518,175561365
2020,2,A,골목상권,1000319,덕릉로41길,2299773,5,6798966480,1947064050,813229327,515105412,934145474,1045273114,236332896,221876337,796591919,289347951
2020,2,A,골목상권,1000318,덕릉로40길,2318438,5,5361301795,1534358145,631108120,387137951,752966641,805976615,192257847,166967015,673330934,217198527
2020,2,A,골목상권,1000317,노해로33길,2314731,5,7519408394,1994087564,900066339,539585001,1012199576,1257027282,268058366,221436352,1007846519,319101395
2020,2,A,골목상권,1000316,노해로23길,2595095,6,7549638046,2045908209,903668536,546500947,1041592263,1245131248,272626182,224079777,952334472,317796412
